"PATID","SEQID","FULLSEQID","COLDATE","TYPE","CENSORED","DUPLICATES","NOTES","KEPT","DUPLICATE"
"patient_10138","p8c003.AF138416","p8c003.AF138416_PBMC_0",0,"PBMC",1,"",NA,1,"p8c003.AF138416_PBMC_0"
"patient_10138","p8c003.AF138418","p8c003.AF138418_PBMC_0",0,"PBMC",1,"",NA,1,"p8c003.AF138418_PBMC_0"
"patient_10138","p8c003.AF138414","p8c003.AF138414_PBMC_0",0,"PBMC",1,"",NA,1,"p8c003.AF138414_PBMC_0"
"patient_10138","p8c046.AF138469","p8c046.AF138469_PBMC_1308",1308,"PBMC",1,"",NA,1,"p8c046.AF138469_PBMC_1308"
"patient_10138","P8P041","P8P041_13.AF204659_PLASMA_1156",1156,"PLASMA",0,"",NA,1,"P8P041_13.AF204659_PLASMA_1156"
"patient_10138","P8P041","P8P041_14.AF204660_PLASMA_1156",1156,"PLASMA",0,"",NA,1,"P8P041_14.AF204660_PLASMA_1156"
"patient_10138","P8P041","P8P041_09.AF204656_PLASMA_1156",1156,"PLASMA",0,"",NA,1,"P8P041_09.AF204656_PLASMA_1156"
"patient_10138","P8P041","P8P041_12.AF204658_PLASMA_1156",1156,"PLASMA",0,"",NA,1,"P8P041_12.AF204658_PLASMA_1156"
"patient_10138","p8c046.AF138467","p8c046.AF138467_PBMC_1308",1308,"PBMC",1,"",NA,1,"p8c046.AF138467_PBMC_1308"
"patient_10138","p8c046.AF138461","p8c046.AF138461_PBMC_1308",1308,"PBMC",1,"",NA,1,"p8c046.AF138461_PBMC_1308"
"patient_10138","P8P041","P8P041_02.AF204651_PLASMA_1156",1156,"PLASMA",0,"",NA,1,"P8P041_02.AF204651_PLASMA_1156"
"patient_10138","P8P041","P8P041_01.AF204650_PLASMA_1156",1156,"PLASMA",0,"",NA,1,"P8P041_01.AF204650_PLASMA_1156"
"patient_10138","p8c046.AF138465","p8c046.AF138465_PBMC_1308",1308,"PBMC",1,"",NA,1,"p8c046.AF138465_PBMC_1308"
"patient_10138","p8c046.AF138462","p8c046.AF138462_PBMC_1308",1308,"PBMC",1,"",NA,1,"p8c046.AF138462_PBMC_1308"
"patient_10138","p8c029.AF138438","p8c029.AF138438_PBMC_791",791,"PBMC",1,"",NA,1,"p8c029.AF138438_PBMC_791"
"patient_10138","p8c041.AF138459","p8c041.AF138459_PBMC_1156",1156,"PBMC",1,"",NA,1,"p8c041.AF138459_PBMC_1156"
"patient_10138","p8c035.AF138449","p8c035.AF138449_PBMC_974",974,"PBMC",1,"",NA,1,"p8c035.AF138449_PBMC_974"
"patient_10138","p8c041.AF138455","p8c041.AF138455_PBMC_1156",1156,"PBMC",1,"",NA,1,"p8c041.AF138455_PBMC_1156"
"patient_10138","p8c035.AF138451","p8c035.AF138451_PBMC_974",974,"PBMC",1,"",NA,1,"p8c035.AF138451_PBMC_974"
"patient_10138","p8c035.AF138448","p8c035.AF138448_PBMC_974",974,"PBMC",1,"",NA,1,"p8c035.AF138448_PBMC_974"
